,Country Code,Year,TotalXpd,Country Name,Region,PCAPXpd,IncomeGroup,Mortality
1721,BLR,2012,5.00822363,Belarus,Europe & Central Asia,335.97,Upper middle income,4.8
1722,BLZ,2012,5.45306037,Belize,Latin America & Caribbean,254.89,Upper middle income,17.6
1723,BOL,2012,5.556991099999999,Bolivia,Latin America & Caribbean,149.34,Lower middle income,42.8
1724,BRA,2012,8.26089862,Brazil,Latin America & Caribbean,984.92,Upper middle income,18.0
1725,BRB,2012,7.42925203,Barbados,Latin America & Caribbean,1137.95,High income,13.6
1726,BRN,2012,2.30071015,Brunei Darussalam,East Asia & Pacific,961.89,High income,10.3
1727,BTN,2012,3.70384573,Bhutan,South Asia,90.82,Lower middle income,38.4
1728,BWA,2012,6.27218857,Botswana,Sub-Saharan Africa,427.52,Upper middle income,49.4
1729,CAF,2012,3.62284672,Central African Republic,Sub-Saharan Africa,17.02,Low income,141.3
1730,CAN,2012,10.77921223,Canada,North America,5719.03,High income,5.4
1731,CHE,2012,11.58918948,Switzerland,Europe & Central Asia,9195.75,High income,4.4
1732,CHL,2012,7.23794642,Chile,Latin America & Caribbean,1108.01,High income,8.5
1733,CHN,2012,5.26451547,China,East Asia & Pacific,328.66,Upper middle income,13.5
1734,CIV,2012,6.14322312,Cote d'Ivoire,Sub-Saharan Africa,78.72,Lower middle income,104.9
1735,CMR,2012,4.33911457,Cameroon,Sub-Saharan Africa,53.03,Lower middle income,97.0
1736,COD,2012,3.7652661,"Congo, Dem. Rep.",Sub-Saharan Africa,14.71,Low income,108.1
1737,COG,2012,3.97634646,"Congo, Rep.",Sub-Saharan Africa,126.89,Lower middle income,59.2
1738,COL,2012,6.93347013,Colombia,Latin America & Caribbean,546.71,Upper middle income,17.4
1739,COM,2012,7.10723668,Comoros,Sub-Saharan Africa,55.3,Low income,83.2
1740,CPV,2012,4.60767994,Cabo Verde,Sub-Saharan Africa,161.16,Lower middle income,24.8
1741,CRI,2012,9.55968402,Costa Rica,Latin America & Caribbean,930.48,Upper middle income,10.0
1742,CUB,2012,8.59069933,Cuba,Latin America & Caribbean,554.72,Upper middle income,5.8
1743,CYP,2012,7.43887767,Cyprus,Europe & Central Asia,1964.82,High income,3.2
1744,CZE,2012,7.54794135,Czech Republic,Europe & Central Asia,1411.48,High income,3.2
1745,DEU,2012,10.99191973,Germany,Europe & Central Asia,4753.88,High income,4.0
1746,DJI,2012,8.94711732,Djibouti,Middle East & North Africa,141.97,Lower middle income,72.2
1747,DMA,2012,5.35510714,Dominica,Latin America & Caribbean,384.58,Upper middle income,26.7
1748,DNK,2012,10.9838191,Denmark,Europe & Central Asia,6203.77,High income,4.1
1749,DOM,2012,4.26412797,Dominican Republic,Latin America & Caribbean,253.8,Upper middle income,33.4
1750,DZA,2012,6.14311272,Algeria,Middle East & North Africa,335.27,Upper middle income,26.1
1751,ECU,2012,6.47936086,Ecuador,Latin America & Caribbean,368.2,Upper middle income,23.7
1752,EGY,2012,5.29360162,"Egypt, Arab Rep.",Middle East & North Africa,160.76,Lower middle income,26.7
1753,ERI,2012,2.97641275,Eritrea,Sub-Saharan Africa,18.81,Low income,51.1
1754,ESP,2012,9.38884953,Spain,Europe & Central Asia,2651.38,High income,3.6
1755,EST,2012,6.36428657,Estonia,Europe & Central Asia,1077.55,High income,3.9
1756,ETH,2012,5.76934846,Ethiopia,Sub-Saharan Africa,26.42,Low income,72.0
1757,FIN,2012,9.29823712,Finland,Europe & Central Asia,4254.76,High income,2.8
1758,FJI,2012,4.16378175,Fiji,East Asia & Pacific,183.38,Upper middle income,23.7
1759,FRA,2012,11.43898967,France,Europe & Central Asia,4698.92,High income,4.1
1760,FSM,2012,12.76737349,"Micronesia, Fed. Sts.",East Asia & Pacific,402.08,Lower middle income,37.7
1761,GAB,2012,3.13156309,Gabon,Sub-Saharan Africa,343.24,Upper middle income,58.2
1762,GBR,2012,9.41083326,United Kingdom,Europe & Central Asia,3648.68,High income,4.8
1763,GEO,2012,8.57085151,Georgia,Europe & Central Asia,327.69,Lower middle income,14.2
1764,GHA,2012,4.7900551,Ghana,Sub-Saharan Africa,78.64,Lower middle income,68.7
1765,GIN,2012,5.39134293,Guinea,Sub-Saharan Africa,26.27,Low income,102.0
1766,GMB,2012,6.12343327,"Gambia, The",Sub-Saharan Africa,30.92,Low income,74.8
1767,GNB,2012,5.96143163,Guinea-Bissau,Sub-Saharan Africa,37.26,Low income,103.5
1768,GNQ,2012,4.00084211,Equatorial Guinea,Sub-Saharan Africa,852.46,Upper middle income,103.7
1769,GRC,2012,9.24254484,Greece,Europe & Central Asia,2048.93,High income,3.9
1770,GRD,2012,6.35657502,Grenada,Latin America & Caribbean,482.12,Upper middle income,14.9
1771,GTM,2012,6.32933891,Guatemala,Latin America & Caribbean,207.52,Lower middle income,32.9
1772,GUY,2012,6.56510789,Guyana,Latin America & Caribbean,246.81,Upper middle income,36.1
1773,HND,2012,9.7798508,Honduras,Latin America & Caribbean,234.23,Lower middle income,21.6
1774,HRV,2012,7.79722563,Croatia,Europe & Central Asia,1029.52,Upper middle income,5.1
1775,HTI,2012,9.88320415,Haiti,Latin America & Caribbean,75.12,Low income,75.2
1776,HUN,2012,7.74065817,Hungary,Europe & Central Asia,991.27,High income,5.7
1777,IDN,2012,2.89787034,Indonesia,East Asia & Pacific,107.24,Lower middle income,30.6
1778,IND,2012,4.389042,India,South Asia,64.93,Lower middle income,53.0
1779,IRL,2012,8.32055052,Ireland,Europe & Central Asia,4079.48,High income,4.0
1780,IRN,2012,6.9838344,"Iran, Islamic Rep.",Middle East & North Africa,510.59,Upper middle income,17.6
1781,IRQ,2012,5.26411877,Iraq,Middle East & North Africa,294.16,Upper middle income,35.1
1782,ISL,2012,8.68327575,Iceland,Europe & Central Asia,3856.83,High income,2.4
1783,ISR,2012,7.73373175,Israel,Middle East & North Africa,2514.57,High income,4.2
1784,ITA,2012,9.28206804,Italy,Europe & Central Asia,3242.22,High income,3.8
1785,JAM,2012,5.65711987,Jamaica,Latin America & Caribbean,302.92,Upper middle income,17.2
1786,JOR,2012,8.00466753,Jordan,Middle East & North Africa,354.06,Lower middle income,19.9
1787,JPN,2012,10.16980518,Japan,East Asia & Pacific,4748.92,High income,3.0
1788,KAZ,2012,4.3153084999999995,Kazakhstan,Europe & Central Asia,521.64,Upper middle income,17.4
1789,KEN,2012,5.49053237,Kenya,Sub-Saharan Africa,65.06,Lower middle income,57.8
1790,KGZ,2012,6.97356873,Kyrgyz Republic,Europe & Central Asia,81.66,Lower middle income,26.2
1791,KHM,2012,6.23920837,Cambodia,East Asia & Pacific,59.12,Lower middle income,38.2
1792,KIR,2012,10.37479425,Kiribati,East Asia & Pacific,170.27,Lower middle income,60.2
1793,KNA,2012,5.78722052,St. Kitts and Nevis,Latin America & Caribbean,789.52,High income,10.9
1794,KOR,2012,7.01258591,"Korea, Rep.",East Asia & Pacific,1714.86,High income,3.9
1795,KWT,2012,2.57201714,Kuwait,Middle East & North Africa,1309.07,High income,10.0
1796,LAO,2012,2.11887109,Lao PDR,East Asia & Pacific,30.76,Lower middle income,73.4
1797,LBN,2012,6.9909270999999995,Lebanon,Middle East & North Africa,626.09,Upper middle income,9.4
1798,LBR,2012,10.18650065,Liberia,Sub-Saharan Africa,42.15,Low income,80.2
1799,LBY,2012,4.29879351,Libya,Middle East & North Africa,655.43,Upper middle income,15.1
1800,LCA,2012,8.34772855,St. Lucia,Latin America & Caribbean,601.16,Upper middle income,14.7
1801,LKA,2012,3.20966147,Sri Lanka,South Asia,93.34,Lower middle income,10.5
1802,LSO,2012,11.14497984,Lesotho,Sub-Saharan Africa,129.15,Lower middle income,97.6
1803,LTU,2012,6.66789481,Lithuania,Europe & Central Asia,940.1,High income,5.1
1804,LUX,2012,7.17505184,Luxembourg,Europe & Central Asia,7550.71,High income,2.7
1805,LVA,2012,5.90778351,Latvia,Europe & Central Asia,826.55,High income,6.7
1806,MAR,2012,6.14685256,Morocco,Middle East & North Africa,178.72,Lower middle income,31.2
1807,MCO,2012,4.25538691,Monaco,Europe & Central Asia,6551.81,High income,3.8
1808,MDA,2012,11.87332928,Moldova,Europe & Central Asia,242.63,Lower middle income,16.8
1809,MDG,2012,3.45623205,Madagascar,Sub-Saharan Africa,15.38,Low income,55.6
1810,MDV,2012,9.16358288,Maldives,South Asia,673.56,Upper middle income,11.0
1811,MEX,2012,6.21482997,Mexico,Latin America & Caribbean,633.09,Upper middle income,16.3
1812,MHL,2012,16.67534375,Marshall Islands,East Asia & Pacific,582.62,Upper middle income,38.6
1813,MKD,2012,6.76264338,"Macedonia, FYR",Europe & Central Asia,318.52,Upper middle income,10.3
1814,MLI,2012,6.46533952,Mali,Sub-Saharan Africa,43.17,Low income,126.6
1815,MLT,2012,9.95129454,Malta,Middle East & North Africa,2216.6,High income,6.9
1816,MMR,2012,2.21823163,Myanmar,East Asia & Pacific,23.67,Lower middle income,59.3
1817,MNE,2012,7.247397099999999,Montenegro,Europe & Central Asia,470.0,Upper middle income,5.5
1818,MNG,2012,4.21982325,Mongolia,East Asia & Pacific,184.71,Lower middle income,22.3
1819,MOZ,2012,5.57950644,Mozambique,Sub-Saharan Africa,32.38,Low income,89.5
1820,MRT,2012,3.36153201,Mauritania,Sub-Saharan Africa,43.12,Lower middle income,91.9
1821,MUS,2012,4.7562462,Mauritius,Sub-Saharan Africa,432.48,Upper middle income,14.8
1822,MWI,2012,12.05577458,Malawi,Sub-Saharan Africa,32.56,Low income,75.5
1823,MYS,2012,4.01140506,Malaysia,East Asia & Pacific,421.51,Upper middle income,8.0
1824,NAM,2012,8.23537727,Namibia,Sub-Saharan Africa,467.9,Upper middle income,53.4
1825,NER,2012,6.10930646,Niger,Sub-Saharan Africa,23.16,Low income,109.2
1826,NGA,2012,3.2990842000000002,Nigeria,Sub-Saharan Africa,90.39,Lower middle income,120.0
1827,NIC,2012,8.04170642,Nicaragua,Latin America & Caribbean,143.13,Lower middle income,22.7
1828,NLD,2012,11.01234745,Netherlands,Europe & Central Asia,5456.45,High income,4.2
1829,NOR,2012,9.15682812,Norway,Europe & Central Asia,9360.77,High income,3.0
1830,NPL,2012,5.8926379,Nepal,South Asia,38.41,Low income,42.3
1831,NRU,2012,6.96990224,Nauru,East Asia & Pacific,834.0,Upper middle income,38.2
1832,NZL,2012,11.53033809,New Zealand,East Asia & Pacific,4470.86,High income,6.0
1833,OMN,2012,2.5232639999999997,Oman,Middle East & North Africa,551.58,High income,11.4
1834,PAK,2012,2.75972728,Pakistan,South Asia,33.47,Lower middle income,88.0
1835,PAN,2012,7.24519314,Panama,Latin America & Caribbean,734.56,Upper middle income,18.5
1836,PER,2012,5.17591754,Peru,Latin America & Caribbean,330.75,Upper middle income,18.2
1837,PHL,2012,4.45815444,Philippines,East Asia & Pacific,116.19,Lower middle income,30.4
1838,PLW,2012,9.35998673,Palau,East Asia & Pacific,1046.21,High income,18.1
1839,PNG,2012,4.55003511,Papua New Guinea,East Asia & Pacific,97.88,Lower middle income,61.5
1840,POL,2012,6.61772998,Poland,Europe & Central Asia,869.7,High income,5.4
1841,PRT,2012,9.74360978,Portugal,Europe & Central Asia,1999.82,High income,3.7
1842,PRY,2012,10.33407449,Paraguay,Latin America & Caribbean,398.44,Upper middle income,22.6
1843,QAT,2012,2.15608952,Qatar,Middle East & North Africa,2031.81,High income,8.8
1844,ROU,2012,5.47833245,Romania,Europe & Central Asia,467.64,Upper middle income,10.5
1845,RUS,2012,6.87955814,Russian Federation,Europe & Central Asia,963.49,Upper middle income,9.0
1846,RWA,2012,7.67761838,Rwanda,Sub-Saharan Africa,51.24,Low income,50.9
1847,SAU,2012,3.86342862,Saudi Arabia,Middle East & North Africa,961.34,High income,14.7
1848,SDN,2012,8.20038881,Sudan,Sub-Saharan Africa,112.65,Lower middle income,72.8
1849,SEN,2012,4.31118548,Senegal,Sub-Saharan Africa,43.94,Low income,58.9
1850,SGP,2012,4.22285179,Singapore,East Asia & Pacific,2310.36,High income,2.8
1851,SLB,2012,5.48036406,Solomon Islands,East Asia & Pacific,102.3,Lower middle income,27.6
1852,SLE,2012,11.23526449,Sierra Leone,Sub-Saharan Africa,70.45,Low income,140.4
1853,SLV,2012,6.70445412,El Salvador,Latin America & Caribbean,262.93,Lower middle income,17.5
1854,SMR,2012,6.28075946,San Marino,Europe & Central Asia,3627.96,High income,3.2
1855,SRB,2012,9.89106186,Serbia,Europe & Central Asia,559.65,Upper middle income,7.1
1856,STP,2012,8.60347569,Sao Tome and Principe,Sub-Saharan Africa,133.62,Lower middle income,40.6
1857,SUR,2012,6.08716678,Suriname,Latin America & Caribbean,577.35,Upper middle income,22.7
1858,SVK,2012,8.14522055,Slovak Republic,Europe & Central Asia,1376.86,High income,6.6
1859,SVN,2012,9.36723766,Slovenia,Europe & Central Asia,2068.52,High income,2.8
1860,SWE,2012,11.80240408,Sweden,Europe & Central Asia,6521.58,High income,3.0
1861,SWZ,2012,8.75829595,Swaziland,Sub-Saharan Africa,267.41,Lower middle income,82.0
1862,SYC,2012,4.08323853,Seychelles,Sub-Saharan Africa,489.97,High income,14.6
1863,SYR,2012,3.2546046000000004,Syrian Arab Republic,Middle East & North Africa,70.98,Lower middle income,18.1
1864,TCD,2012,3.0003298,Chad,Sub-Saharan Africa,29.18,Low income,141.8
1865,TGO,2012,5.11056848,Togo,Sub-Saharan Africa,29.67,Low income,85.3
1866,THA,2012,4.169548908,Thailand,East Asia & Pacific,227.19,Upper middle income,13.9
1867,TJK,2012,6.39187459,Tajikistan,Europe & Central Asia,61.19,Lower middle income,49.2
1868,TKM,2012,1.96187546,Turkmenistan,Europe & Central Asia,133.36,Upper middle income,58.0
1869,TLS,2012,1.00788672,Timor-Leste,East Asia & Pacific,51.02,Lower middle income,57.6
1870,TON,2012,4.51094427,Tonga,East Asia & Pacific,196.87,Upper middle income,17.5
1871,TTO,2012,5.78214255,Trinidad and Tobago,Latin America & Caribbean,1000.98,High income,21.1
1872,TUN,2012,7.17870481,Tunisia,Middle East & North Africa,297.74,Lower middle income,15.8
1873,TUR,2012,5.2363833,Turkey,Europe & Central Asia,555.06,Upper middle income,16.6
1874,TUV,2012,13.77340665,Tuvalu,East Asia & Pacific,564.08,Upper middle income,28.8
1875,TZA,2012,5.72109354,Tanzania,Sub-Saharan Africa,45.64,Low income,65.8
1876,UGA,2012,7.58352882,Uganda,Sub-Saharan Africa,52.79,Low income,70.2
1877,UKR,2012,7.46947303,Ukraine,Europe & Central Asia,289.71,Lower middle income,10.7
1878,URY,2012,8.740787599999999,Uruguay,Latin America & Caribbean,1322.25,High income,9.9
1879,USA,2012,17.01736133,United States,North America,8789.77,High income,7.0
1880,UZB,2012,6.49281819,Uzbekistan,Europe & Central Asia,116.16,Lower middle income,31.7
1881,VCT,2012,8.47719837,St. Vincent and the Grenadines,Latin America & Caribbean,538.44,Upper middle income,19.3
1882,VEN,2012,4.80160508,"Venezuela, RB",Latin America & Caribbean,613.24,Upper middle income,17.1
1883,VNM,2012,6.96358104,Vietnam,East Asia & Pacific,120.11,Lower middle income,22.8
1884,VUT,2012,3.70249939,Vanuatu,East Asia & Pacific,116.94,Lower middle income,29.3
1885,WSM,2012,5.01570584,Samoa,East Asia & Pacific,213.57,Upper middle income,18.7
1886,YEM,2012,5.73349373,"Yemen, Rep.",Middle East & North Africa,73.91,Lower middle income,55.3
1887,ZAF,2012,8.79451471,South Africa,Sub-Saharan Africa,661.43,Upper middle income,48.0
1888,ZMB,2012,4.91328998,Zambia,Sub-Saharan Africa,82.87,Lower middle income,76.1
1889,ZWE,2012,6.68618346,Zimbabwe,Sub-Saharan Africa,57.25,Low income,76.0
1890,AFG,2013,8.13486556,Afghanistan,South Asia,53.37,Low income,79.3
1891,AGO,2013,4.26303169,Angola,Sub-Saharan Africa,225.74,Lower middle income,96.8
1892,ALB,2013,5.65513948,Albania,Europe & Central Asia,253.34,Upper middle income,14.9
1893,AND,2013,11.4780464,Andorra,Europe & Central Asia,4914.39,High income,3.0
1894,ARE,2013,3.48564353,United Arab Emirates,Middle East & North Africa,1551.35,High income,8.0
1895,ARG,2013,4.98687258,Argentina,Latin America & Caribbean,731.45,Upper middle income,12.7
1896,ARM,2013,4.55022679,Armenia,Europe & Central Asia,158.98,Lower middle income,15.5
1897,ATG,2013,5.33222783,Antigua and Barbuda,Latin America & Caribbean,711.43,High income,9.3
1898,AUS,2013,9.36373848,Australia,East Asia & Pacific,6258.47,High income,4.2
1899,AUT,2013,11.1377909,Austria,Europe & Central Asia,5478.24,High income,3.9
1900,AZE,2013,5.53755045,Azerbaijan,Europe & Central Asia,432.42,Upper middle income,34.5
1901,BDI,2013,8.03161378,Burundi,Sub-Saharan Africa,20.86,Low income,81.2
1902,BEL,2013,10.57290301,Belgium,Europe & Central Asia,4813.42,High income,4.2
1903,BEN,2013,4.59205377,Benin,Sub-Saharan Africa,36.96,Low income,105.1
1904,BFA,2013,5.91240213,Burkina Faso,Sub-Saharan Africa,42.21,Low income,97.7
1905,BGD,2013,2.88285726,Bangladesh,South Asia,28.16,Lower middle income,41.1
1906,BGR,2013,7.93021922,Bulgaria,Europe & Central Asia,606.03,Upper middle income,9.3
1907,BHR,2013,4.68637938,Bahrain,Middle East & North Africa,1142.5,High income,7.9
1908,BHS,2013,7.04554853,"Bahamas, The",Latin America & Caribbean,1572.26,High income,12.0
1909,BIH,2013,9.46431161,Bosnia and Herzegovina,Europe & Central Asia,449.38,Upper middle income,6.2
1910,BLR,2013,6.07206556,Belarus,Europe & Central Asia,465.17,Upper middle income,4.5
1911,BLZ,2013,5.79061965,Belize,Latin America & Caribbean,273.27,Upper middle income,17.0
1912,BOL,2013,5.9649866,Bolivia,Latin America & Caribbean,178.73,Lower middle income,41.1
1913,BRA,2013,8.48312451,Brazil,Latin America & Caribbean,993.46,Upper middle income,17.2
1914,BRB,2013,7.5687307,Barbados,Latin America & Caribbean,1146.95,High income,13.3
1915,BRN,2013,2.61249972,Brunei Darussalam,East Asia & Pacific,1022.87,High income,10.2
1916,BTN,2013,3.82579516,Bhutan,South Asia,90.3,Lower middle income,36.7
1917,BWA,2013,5.83806784,Botswana,Sub-Saharan Africa,396.6,Upper middle income,46.3
1918,CAF,2013,3.82208893,Central African Republic,Sub-Saharan Africa,12.53,Low income,137.7
1919,CAN,2013,10.66516682,Canada,North America,5619.38,High income,5.3
1920,CHE,2013,11.70740988,Switzerland,Europe & Central Asia,9471.54,High income,4.3
1921,CHL,2013,7.5312947,Chile,Latin America & Caribbean,1192.05,High income,8.5
1922,CHN,2013,5.38570406,China,East Asia & Pacific,375.14,Upper middle income,12.5
1923,CIV,2013,5.80954361,Cote d'Ivoire,Sub-Saharan Africa,84.08,Lower middle income,101.7
1924,CMR,2013,4.29309731,Cameroon,Sub-Saharan Africa,57.15,Lower middle income,91.9
1925,COD,2013,3.88677527,"Congo, Dem. Rep.",Sub-Saharan Africa,16.08,Low income,104.4
1926,COG,2013,5.09464112,"Congo, Rep.",Sub-Saharan Africa,163.31,Lower middle income,57.7
1927,COL,2013,6.8432,Colombia,Latin America & Caribbean,549.37,Upper middle income,16.8
1928,COM,2013,6.50938357,Comoros,Sub-Saharan Africa,53.57,Low income,80.8
1929,CPV,2013,4.29340629,Cabo Verde,Sub-Saharan Africa,155.56,Lower middle income,23.9
1930,CRI,2013,9.466524699999999,Costa Rica,Latin America & Caribbean,990.35,Upper middle income,9.8
1931,CUB,2013,9.48202921,Cuba,Latin America & Caribbean,656.7,Upper middle income,5.7
1932,CYP,2013,7.45866684,Cyprus,Europe & Central Asia,1889.87,High income,3.0
1933,CZE,2013,7.48649513,Czech Republic,Europe & Central Asia,1412.79,High income,3.1
1934,DEU,2013,11.16480314,Germany,Europe & Central Asia,5098.24,High income,4.0
1935,DJI,2013,9.13982602,Djibouti,Middle East & North Africa,153.96,Lower middle income,70.2
1936,DMA,2013,5.58003918,Dominica,Latin America & Caribbean,400.39,Upper middle income,29.2
1937,DNK,2013,11.24700751,Denmark,Europe & Central Asia,6637.66,High income,4.1
1938,DOM,2013,4.11902833,Dominican Republic,Latin America & Caribbean,245.18,Upper middle income,32.8
1939,DZA,2013,7.12438268,Algeria,Middle East & North Africa,345.65,Upper middle income,25.8
1940,ECU,2013,7.28688971,Ecuador,Latin America & Caribbean,439.56,Upper middle income,22.9
1941,EGY,2013,5.46252124,"Egypt, Arab Rep.",Middle East & North Africa,159.11,Lower middle income,25.6
1942,ERI,2013,3.0122195,Eritrea,Sub-Saharan Africa,20.75,Low income,49.3
1943,ESP,2013,9.09572402,Spain,Europe & Central Asia,2643.95,High income,3.5
1944,EST,2013,6.48178731,Estonia,Europe & Central Asia,1213.56,High income,3.6
1945,ETH,2013,5.19220468,Ethiopia,Sub-Saharan Africa,25.04,Low income,68.0
1946,FIN,2013,9.54669008,Finland,Europe & Central Asia,4518.97,High income,2.6
1947,FJI,2013,4.26284098,Fiji,East Asia & Pacific,186.64,Upper middle income,23.4
1948,FRA,2013,11.56028303,France,Europe & Central Asia,4955.35,High income,4.1
1949,FSM,2013,13.38425416,"Micronesia, Fed. Sts.",East Asia & Pacific,406.49,Lower middle income,36.5
1950,GAB,2013,3.98331084,Gabon,Sub-Saharan Africa,380.26,Upper middle income,55.3
1951,GBR,2013,9.33908653,United Kingdom,Europe & Central Asia,3684.75,High income,4.6
1952,GEO,2013,7.247364699999999,Georgia,Europe & Central Asia,286.07,Lower middle income,13.2
1953,GHA,2013,4.62620018,Ghana,Sub-Saharan Africa,84.53,Lower middle income,66.0
1954,GIN,2013,5.49316028,Guinea,Sub-Saharan Africa,28.65,Low income,98.6
1955,GMB,2013,6.49113393,"Gambia, The",Sub-Saharan Africa,30.99,Low income,72.1
1956,GNB,2013,6.13947839,Guinea-Bissau,Sub-Saharan Africa,40.46,Low income,99.0
1957,GNQ,2013,3.73335792,Equatorial Guinea,Sub-Saharan Africa,729.75,Upper middle income,100.4
1958,GRC,2013,9.25694494,Greece,Europe & Central Asia,2017.22,High income,3.9
1959,GRD,2013,6.1524108,Grenada,Latin America & Caribbean,485.42,Upper middle income,15.2
1960,GTM,2013,6.29628068,Guatemala,Latin America & Caribbean,216.09,Lower middle income,31.7
1961,GUY,2013,5.09615344,Guyana,Latin America & Caribbean,200.22,Upper middle income,35.3
1962,HND,2013,9.15018328,Honduras,Latin America & Caribbean,214.19,Lower middle income,20.8
1963,HRV,2013,7.82827445,Croatia,Europe & Central Asia,1060.83,Upper middle income,5.0
1964,HTI,2013,8.10279783,Haiti,Latin America & Caribbean,65.15,Low income,73.1
1965,HUN,2013,7.52727617,Hungary,Europe & Central Asia,1021.07,High income,5.6
1966,IDN,2013,2.92591721,Indonesia,East Asia & Pacific,106.02,Lower middle income,29.4
1967,IND,2013,4.52911807,India,South Asia,68.53,Lower middle income,50.3
1968,IRL,2013,8.00927632,Ireland,Europe & Central Asia,4156.59,High income,3.9
1969,IRN,2013,6.49275923,"Iran, Islamic Rep.",Middle East & North Africa,414.7,Upper middle income,16.9
1970,IRQ,2013,5.9199233,Iraq,Middle East & North Africa,339.35,Upper middle income,34.1
1971,ISL,2013,8.75450051,Iceland,Europe & Central Asia,4182.44,High income,2.3
1972,ISR,2013,7.89399062,Israel,Middle East & North Africa,2853.69,High income,4.1
1973,ITA,2013,9.21721878,Italy,Europe & Central Asia,3294.85,High income,3.7
1974,JAM,2013,5.90574802,Jamaica,Latin America & Caribbean,305.85,Upper middle income,16.8
1975,JOR,2013,7.23316979,Jordan,Middle East & North Africa,336.79,Lower middle income,19.3
1976,JPN,2013,10.24737667,Japan,East Asia & Pacific,3960.2,High income,2.9
1977,KAZ,2013,4.29914863,Kazakhstan,Europe & Central Asia,582.1,Upper middle income,15.6
1978,KEN,2013,5.56790477,Kenya,Sub-Saharan Africa,70.0,Lower middle income,55.8
1979,KGZ,2013,6.678638499999999,Kyrgyz Republic,Europe & Central Asia,85.26,Lower middle income,24.8
1980,KHM,2013,5.93281822,Cambodia,East Asia & Pacific,60.44,Lower middle income,35.7
1981,KIR,2013,10.15483768,Kiribati,East Asia & Pacific,158.06,Lower middle income,58.8
1982,KNA,2013,6.13575203,St. Kitts and Nevis,Latin America & Caribbean,874.67,High income,10.5
1983,KOR,2013,7.19693064,"Korea, Rep.",East Asia & Pacific,1870.13,High income,3.7
1984,KWT,2013,2.5600271,Kuwait,Middle East & North Africa,1252.53,High income,9.5
1985,LAO,2013,1.99960355,Lao PDR,East Asia & Pacific,32.7,Lower middle income,70.9
1986,LBN,2013,6.63325169,Lebanon,Middle East & North Africa,597.19,Upper middle income,9.0
1987,LBR,2013,9.25436605,Liberia,Sub-Saharan Africa,41.93,Low income,76.4
1988,LBY,2013,4.33485587,Libya,Middle East & North Africa,516.07,Upper middle income,14.5
1989,LCA,2013,7.85441263,St. Lucia,Latin America & Caribbean,575.5,Upper middle income,14.4
1990,LKA,2013,3.67699093,Sri Lanka,South Asia,120.42,Lower middle income,10.2
1991,LSO,2013,11.07282138,Lesotho,Sub-Saharan Africa,114.16,Lower middle income,98.5
1992,LTU,2013,6.59045056,Lithuania,Europe & Central Asia,1019.79,High income,4.9
1993,LUX,2013,7.09750397,Luxembourg,Europe & Central Asia,7980.83,High income,2.6
1994,LVA,2013,5.66928247,Latvia,Europe & Central Asia,868.85,High income,6.1
1995,MAR,2013,5.93534584,Morocco,Middle East & North Africa,184.23,Lower middle income,30.1
1996,MCO,2013,4.0300074,Monaco,Europe & Central Asia,7045.02,High income,3.7
1997,MDA,2013,10.05471776,Moldova,Europe & Central Asia,224.74,Lower middle income,16.6
1998,MDG,2013,4.14767794,Madagascar,Sub-Saharan Africa,19.2,Low income,52.8
1999,MDV,2013,11.16425478,Maldives,South Asia,860.15,Upper middle income,10.2
2000,MEX,2013,6.29528345,Mexico,Latin America & Caribbean,673.81,Upper middle income,15.9
2001,MHL,2013,17.23845225,Marshall Islands,East Asia & Pacific,623.75,Upper middle income,38.0
2002,MKD,2013,6.0737788,"Macedonia, FYR",Europe & Central Asia,316.14,Upper middle income,10.8
2003,MLI,2013,6.577789500000001,Mali,Sub-Saharan Africa,43.87,Low income,122.1
2004,MLT,2013,9.89183881,Malta,Middle East & North Africa,2389.08,High income,6.9
2005,MMR,2013,2.15820037,Myanmar,East Asia & Pacific,17.93,Lower middle income,57.0
2006,MNE,2013,6.42538419,Montenegro,Europe & Central Asia,454.49,Upper middle income,5.0
2007,MNG,2013,4.21146824,Mongolia,East Asia & Pacific,184.79,Lower middle income,20.9
2008,MOZ,2013,5.89790701,Mozambique,Sub-Saharan Africa,34.44,Low income,84.7
2009,MRT,2013,3.63447484,Mauritania,Sub-Saharan Africa,47.47,Lower middle income,89.4
2010,MUS,2013,4.82151957,Mauritius,Sub-Saharan Africa,455.53,Upper middle income,14.8
2011,MWI,2013,10.96199023,Malawi,Sub-Saharan Africa,26.29,Low income,68.7
2012,MYS,2013,4.01811554,Malaysia,East Asia & Pacific,427.05,Upper middle income,8.0
2013,NAM,2013,8.52898331,Namibia,Sub-Saharan Africa,470.04,Upper middle income,50.6
2014,NER,2013,5.0897825999999995,Niger,Sub-Saharan Africa,20.78,Low income,104.0
2015,NGA,2013,3.70392576,Nigeria,Sub-Saharan Africa,110.37,Lower middle income,115.6
2016,NIC,2013,8.42894257,Nicaragua,Latin America & Caribbean,153.83,Lower middle income,21.8
2017,NLD,2013,11.0448661,Netherlands,Europe & Central Asia,5688.44,High income,4.1
2018,NOR,2013,9.39187284,Norway,Europe & Central Asia,9719.99,High income,2.9
2019,NPL,2013,5.6862680999999995,Nepal,South Asia,37.18,Low income,40.1
2020,NRU,2013,4.65114671,Nauru,East Asia & Pacific,702.32,Upper middle income,37.4
2021,NZL,2013,11.17351069,New Zealand,East Asia & Pacific,4661.8,High income,5.9
